State,CMS Certification Number (CCN)*,Provider Name,Address,City,Zip,Phone,Type of Ownership,Offers Nursing Care Services,Offers Physical Therapy Services,Offers Occupational Therapy Services,Offers Speech Pathology Services,Offers Medical Social Services,Offers Home Health Aide Services,Date Certified,HHCAHPS Survey Summary Star Rating,Footnote HHCAHPS Survey Summary Star Rating,Star Rating for health team gave care in a professional way,Footnote for Star Rating for gave care in a professional way,Percent of patients who reported that their home health team gave care in a professional way,Footnote for percent of patients who reported that their home health team gave care in a professional way,Star Rating for health team communicated well with them,Footnote for Star Rating for communicated well with them,Percent of patients who reported that their home health team communicated well with them,Footnote for percent of patients who reported that their home health team communicated well with them,"Star Rating team discussed medicines, pain, and home safety","Footnote Star Rating discussed medicines, pain, home safety","Percent of patients who reported that their home health team discussed medicines, pain, and home safety with them","Footnote for percent of patients who reported that their home health team discussed medicines, pain, and home safety with them",Star Rating for how patients rated overall care from agency,Footnote for Star Rating for overall care from agency,Percent of patients who gave their home health agency a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),Footnote for percent of patients who gave their home health agency a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),"Percent of patients who reported YES, they would definitely recommend the home health agency to friends and family","Footnote for percent of patients who reported YES, they would definitely recommend the home health agency to friends and family",Number of completed Surveys,Footnote for number of completed surveys,Response rate,Footnote for response rate
TX,457894,NURSES CARE HOME SERVICES,11351 JAMES WATT BUILDING C-300,EL PASO,79936,9155999998,Official Health Agency,Yes,Yes,Yes,Yes,Yes,Yes,09/13/2005,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
TX,457895,CARING HOME HEALTH INC,2515 NORTH BELT LINE ROAD,SUNNYVALE,75182,9722262929,Local,Yes,Yes,Yes,Yes,Yes,Yes,09/08/2005,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
TX,457896,CATALYST HEALTH SERVICES INC,223 WEST 25TH STREET,HOUSTON,77008,7135975131,Local,Yes,Yes,Yes,Yes,Yes,Yes,10/12/2005,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
TX,457897,D LIFE HEALTHCARE SERVICES INC,1820 SOUTH MASON ROAD SUITE 340,KATY,77450,2816930505,Local,Yes,Yes,Yes,Yes,Yes,No,10/12/2005,Not Available,9,Not Available,9,100,9,Not Available,9,98,9,Not Available,9,86,9,Not Available,9,100,9,100,9,1,,14,
TX,457898,NEW CREATION CARE INC,7923 DAIRY VIEW LANE,HOUSTON,77072,2818790106,Local,Yes,Yes,Yes,Yes,Yes,Yes,09/30/2005,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
TX,457899,MOTHERWELL HOME HEALTH PROFESSIONALS,418 WEST MAIN STREET,NACOGDOCHES,75961,9365521609,Local,Yes,Yes,Yes,No,No,Yes,09/07/2005,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
TX,457901,COMPLETECARE HOME HEALTH AND HOSPICE,1112 BLANCO RD,SAN ANTONIO,78212,2105207977,Local,Yes,Yes,Yes,Yes,Yes,Yes,10/05/2005,3,,2,,86,,3,,83,,3,,80,,3,,83,,72,,155,,19,
TX,457903,FAITH AND CARE HOME HEALTH AGENCY INC,845 1ST STREET,HEMPSTEAD,77445,9798262428,Official Health Agency,Yes,Yes,Yes,No,No,Yes,10/19/2005,Not Available,11,Not Available,11,95,11,Not Available,11,92,11,Not Available,11,97,11,Not Available,11,91,11,100,11,21,,33,
TX,457905,TREASURE LIFE HEALTHCARE SERVICES INC,3104 SAGE TREE LANE,SUNNYVALE,75182,2144846084,Local,Yes,Yes,Yes,Yes,No,Yes,10/25/2005,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
TX,457906,NATIONAL MEDICAL HOMECARE INC,1000 CROWN RIDGE BLVD SUITE F,EAGLE PASS,78852,8307570900,Local,Yes,Yes,Yes,Yes,No,No,10/19/2005,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
TX,457907,AMERICAN MEDICAL HOME HEALTH SERVICES SAN ANTONIO,4241 WOODCOCK DR. STE B101-A,SAN ANTONIO,78228,2107356225,Local,Yes,Yes,Yes,Yes,Yes,Yes,10/13/2005,3,,3,,85,,3,,79,,2,,79,,2,,83,,72,,263,,17,
TX,457910,HONORCARE HOME HEALTH,7551 CALLAGHAN SUITE 105,SAN ANTONIO,78229,2105249889,Official Health Agency,Yes,Yes,Yes,Yes,Yes,Yes,10/28/2005,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
TX,457911,PRECISION HOME HEALTH CARE,2307 OAK LANE # 116,GRAND PRAIRIE,75051,9726420181,Local,Yes,Yes,Yes,Yes,Yes,Yes,11/09/2005,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
TX,457912,SUMMIT HOME HEALTH CARE,7475 CALLAGHAN RD STE 104,SAN ANTONIO,78229,2106153877,Official Health Agency,Yes,Yes,Yes,Yes,Yes,Yes,11/09/2005,Not Available,9,Not Available,9,100,9,Not Available,9,66,9,Not Available,9,75,9,Not Available,9,52,9,51,9,2,,17,
TX,457913,SERENITY CARE HOME HEALTH SERVICES INC,1903 THISTLECREEK CT,FRESNO,77545,2814316763,Local,Yes,Yes,Yes,Yes,Yes,Yes,11/02/2005,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
TX,457915,"APOSTLE HOME HEALTH CARE, PLLC",105 E SPREADING OAKS,FRIENDSWOOD,77546,2819965701,Local,Yes,Yes,Yes,Yes,Yes,Yes,11/03/2005,4,11,4,11,87,11,5,11,88,11,3,11,84,11,4,11,87,11,86,11,52,,33,
TX,457916,PROTEAM HEALTHCARE INC,7400 HARWIN DRIVE SUITE 315,HOUSTON,77036,7138388044,Local,Yes,Yes,Yes,Yes,Yes,Yes,11/14/2005,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
TX,457918,LIVING TREE OF LIFE,1800 NE LOOP 410 SUITE 400,SAN ANTONIO,78217,2103773444,Official Health Agency,Yes,Yes,Yes,Yes,Yes,Yes,11/09/2005,Not Available,11,Not Available,11,83,11,Not Available,11,84,11,Not Available,11,89,11,Not Available,11,86,11,71,11,34,,19,
TX,457921,LYDIA HOME HEALTH CARE LLC,2805 CHAHA ROAD,ROWLETT,75088,9724122379,Local,Yes,Yes,Yes,Yes,Yes,Yes,11/15/2005,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
TX,457922,"TEXMED HOME HEALTH, INC.",1711 E CENTRAL TEXAS EXPRESSWAY #309 A,KILLEEN,76541,2545268188,Local,Yes,Yes,Yes,Yes,Yes,No,11/08/2005,3,,2,,86,,3,,84,,3,,83,,2,,79,,69,,196,,29,
TX,457924,GENERATIONS HOME HEALTH,1290 SOUTH WILLIS SUITE 209,ABILENE,79605,3256905913,Local,Yes,Yes,Yes,Yes,Yes,Yes,11/30/2005,5,,5,,93,,5,,92,,4,,85,,4,,89,,87,,113,,34,
TX,457926,PRUDENTIAL HEALTH CARE SERVICES INC,351 W RANDOL MILL ROAD,ARLINGTON,76011,8176080455,Local,Yes,Yes,Yes,Yes,Yes,Yes,12/15/2005,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
TX,457927,CALVARY HOME HEALTH AGENCY INC,3198 ROYAL LANE SUITE 212,DALLAS,75229,2146540720,Local,Yes,Yes,Yes,Yes,Yes,Yes,12/13/2005,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
TX,457928,TOTAL HOME HEALTH,10010 SAN PEDRO SUITE #120,SAN ANTONIO,78216,2104955493,Local,Yes,Yes,Yes,Yes,Yes,Yes,11/22/2005,3,,4,,88,,3,,81,,2,,79,,3,,87,,82,,74,,32,
TX,457929,COUNTRY NURSING SOLUTIONS,606 QUIRAM LANE,KEMP,75143,9034324112,Local,Yes,Yes,Yes,Yes,No,Yes,11/22/2005,Not Available,9,Not Available,9,75,9,Not Available,9,85,9,Not Available,9,84,9,Not Available,9,55,9,73,9,6,,25,
TX,457933,CREST HEALTHCARE SERVICES INC,1111 BELT LINE RD SUITE 201B,GARLAND,75040,9724965252,Local,Yes,Yes,Yes,Yes,Yes,Yes,11/29/2005,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
TX,457934,ORIENT HOME CARE SERVICES INC,606 ORIOLE BLVD SUITE 300-07,DUNCANVILLE,75116,9722962000,Official Health Agency,Yes,Yes,Yes,Yes,Yes,Yes,11/28/2005,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
TX,457937,SUNRISE HOME HEALTH,2117 CENTRAL DRIVE STE 104,BEDFORD,76021,2147710771,Local,Yes,Yes,Yes,Yes,Yes,Yes,12/05/2005,Not Available,"9,10",Not Available,"9,10",89,"9,10",Not Available,"9,10",100,"9,10",Not Available,"9,10",100,"9,10",Not Available,"9,10",100,"9,10",100,"9,10",2,,29,
TX,457946,NEW VISION HOME HEALTH SERVICES INC,1441 WARWICK DRIVE,LANCASTER,75134,9722273000,Local,Yes,Yes,Yes,Yes,Yes,Yes,11/29/2005,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
TX,457947,FIRST ATLANTIC HEALTHCARE SYSTEM,1708 WEST AVENUE H  SUITE #A,TEMPLE,76504,2547736020,Local,Yes,Yes,Yes,Yes,Yes,Yes,11/30/2005,Not Available,9,Not Available,9,94,9,Not Available,9,89,9,Not Available,9,100,9,Not Available,9,78,9,79,9,9,,56,
TX,457948,SAFFA HOME CARE INC,9434 VISCOUNT BLVD SUITE 236,EL PASO,79925,9154404100,Local,Yes,Yes,Yes,Yes,Yes,Yes,11/08/2005,Not Available,9,Not Available,9,100,9,Not Available,9,98,9,Not Available,9,94,9,Not Available,9,94,9,94,9,4,,27,
TX,457949,INTEGRITY HOME HEALTH,5302 JANELLE STREET,KILLEEN,76549,2546287900,Local,Yes,Yes,Yes,Yes,No,No,11/04/2005,4,11,3,11,88,11,4,11,86,11,4,11,86,11,3,11,87,11,80,11,64,,37,
TX,457950,BEACON HOME HEALTH AGENCY LLC,13004 MURPHY RD #206,STAFFORD,77477,7135926428,Local,Yes,Yes,Yes,Yes,Yes,Yes,12/06/2005,Not Available,11,Not Available,11,82,11,Not Available,11,89,11,Not Available,11,91,11,Not Available,11,88,11,88,11,13,,17,
TX,457951,TRADITIONS HEALTH CARE,1820 SHILOH RD #1101,TYLER,75703,9035094555,Local,Yes,Yes,Yes,Yes,Yes,Yes,11/29/2005,Not Available,11,Not Available,11,87,11,Not Available,11,90,11,Not Available,11,85,11,Not Available,11,96,11,85,11,36,,23,
TX,457952,PROVIDIAN HEALTH CARE  INC,12929 GULF FRWY SUITE 101,HOUSTON,77034,7134903500,Local,Yes,Yes,Yes,Yes,Yes,Yes,11/30/2005,3,11,1,11,77,11,3,11,78,11,4,11,85,11,3,11,84,11,73,11,43,,30,
TX,457953,C & L HOME HEALTHCARE AGENCY,8506 ATWOOD BEND TRAIL,RICHMOND,77407,8326617694,Local,Yes,Yes,Yes,Yes,Yes,No,12/05/2005,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
TX,457954,ABL HOMEHEALTH SERVICES INC,9888 BISSONNET STREET SUITE 135,HOUSTON,77036,2814988666,Local,Yes,Yes,Yes,Yes,Yes,Yes,11/30/2005,Not Available,9,Not Available,9,65,9,Not Available,9,16,9,Not Available,9,39,9,Not Available,9,5,9,55,9,2,,14,
TX,457955,"NIGHTINGALE SERVICES, INC",6220 WESTPARK SUITE 220,HOUSTON,77057,7137800695,Local,Yes,Yes,Yes,Yes,Yes,Yes,12/06/2005,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
TX,457956,GRACE UNLIMITED,8405 STERLING SUITE #202,IRVING,75063,2142778800,Local,Yes,Yes,Yes,Yes,Yes,Yes,12/20/2005,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
TX,457957,V CARE HOME HEALTH INC,"5200 PAIGE RD, STE 400",THE COLONY,75056,2146184784,Local,Yes,Yes,Yes,Yes,Yes,Yes,12/20/2005,3,11,3,11,87,11,2,11,76,11,3,11,82,11,3,11,84,11,76,11,54,,36,
TX,457958,AQTS,4646 CORONA DR SUITE 260,CORPUS CHRISTI,78411,3613341609,Official Health Agency,Yes,Yes,Yes,Yes,Yes,Yes,12/28/2005,Not Available,11,Not Available,11,92,11,Not Available,11,84,11,Not Available,11,91,11,Not Available,11,74,11,83,11,18,,26,
TX,457959,MERIDIAN HCS L L C,8546 BROADWAY #211,SAN ANTONIO,78217,2108269393,Local,Yes,Yes,Yes,Yes,Yes,Yes,12/23/2005,Not Available,11,Not Available,11,78,11,Not Available,11,82,11,Not Available,11,79,11,Not Available,11,77,11,72,11,34,,18,
TX,457960,BIENESTAR HOME HEALTH SERVICES,3117 MCRAE AVE A,EL PASO,79925,9155990242,Official Health Agency,Yes,Yes,Yes,Yes,Yes,Yes,12/29/2005,Not Available,11,Not Available,11,90,11,Not Available,11,87,11,Not Available,11,75,11,Not Available,11,87,11,80,11,24,,27,
TX,457962,ELIM HOME HEALTH INC,8344 E RL THORNTON FREEWAY SUITE 315,DALLAS,75228,9722909721,Local,Yes,Yes,Yes,Yes,Yes,Yes,12/30/2005,2,11,1,11,76,11,2,11,72,11,2,11,73,11,1,11,69,11,59,11,64,,24,
TX,457963,PEACE HOME HEALTH INC,1401 N. CENTRAL EXPRESSWAY SUITE 373,RICHARDSON,75080,9727440133,Local,Yes,Yes,Yes,Yes,Yes,No,01/04/2006,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
TX,457965,A C T HOME HEALTH,4401 I 35 SUITE 208,DENTON,76207,9404842900,Local,Yes,Yes,Yes,Yes,Yes,Yes,12/01/2005,Not Available,11,Not Available,11,92,11,Not Available,11,85,11,Not Available,11,88,11,Not Available,11,96,11,96,11,37,,30,
TX,457967,"HARMONY COMPLETE CARE, LLC","HARMONY COMPLETE CARE, LLC",HOUSTON,77055,7136683883,Local,Yes,Yes,Yes,Yes,Yes,Yes,12/22/2005,Not Available,11,Not Available,11,82,11,Not Available,11,84,11,Not Available,11,78,11,Not Available,11,84,11,52,11,16,,23,
TX,457968,NURSING CARE OF TEXAS,1113 LAON LANE,DESOTO,75115,9722962755,Local,Yes,Yes,Yes,Yes,Yes,Yes,01/12/2006,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
TX,457969,PRECIOUS HOME HEALTH CARE INC,3224 IH 30 EAST SUITE 118,MESQUITE,75150,9726864209,Local,Yes,Yes,Yes,Yes,Yes,Yes,01/13/2006,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
TX,457970,CUDDLE ME HOME CARE,310 EAST I-30 SUITE M106,GARLAND,75043,4693040904,Local,Yes,Yes,Yes,Yes,Yes,Yes,01/12/2006,Not Available,9,Not Available,9,67,9,Not Available,9,63,9,Not Available,9,67,9,Not Available,9,25,9,52,9,10,,29,
TX,457971,AMANECER HOME HEALTHCARE LLC,508 W EXPRESSWAY 83,MCALLEN,78501,9566688886,Local,Yes,Yes,Yes,Yes,No,No,01/10/2006,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
TX,457972,ODYSSEY II HOME HEALTH CARE INC,738 W10TH ST,DALLAS,75208,2149427202,Official Health Agency,Yes,Yes,Yes,Yes,Yes,Yes,01/17/2006,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
TX,457973,NULIF HOME HEALTHCARE SERVICES INC,1933 E FRANKFORD RD SUITE 160,CARROLLTON,75007,9724923091,Local,Yes,Yes,Yes,Yes,Yes,Yes,01/17/2006,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
TX,457974,TEXAS MEDICAL ENTERPRISES INC,141WHITTLESEY DRIVE,HEMPHILL,75948,8445768773,Local,Yes,Yes,Yes,Yes,Yes,No,01/11/2006,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
TX,457975,ENCOMPASS HEALTH HOME HEALTH,901 W ROSEDALE SUITE #250,FORT WORTH,76104,8177374300,Local,Yes,Yes,Yes,Yes,Yes,Yes,12/22/2005,Not Available,9,Not Available,9,70,9,Not Available,9,68,9,Not Available,9,51,9,Not Available,9,53,9,78,9,3,,43,
TX,457977,HOME HEALTH PLUS INC,12115 SELF PLAZA DR,DALLAS,75218,2143416868,Local,Yes,Yes,Yes,Yes,Yes,Yes,01/09/2006,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
TX,457978,OPTIMUM HOME HEALTH CARE INC,5501 INDEPENDENCE PKWY SUITE 304,PLANO,75023,9725966442,Local,Yes,Yes,Yes,Yes,Yes,Yes,12/28/2005,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
TX,457980,JK HOME HEALTH SERVICE,609 NORTH EBRITE STREET  SUITE 103,MESQUITE,75149,9723293900,Local,Yes,Yes,Yes,Yes,Yes,Yes,01/18/2006,Not Available,11,Not Available,11,89,11,Not Available,11,93,11,Not Available,11,93,11,Not Available,11,81,11,93,11,20,,30,
TX,457981,MJ HOME HEALTH AGENCY INC,3939 EAST HIGHWAY 80 SUITE 428,MESQUITE,75150,9722164894,Local,Yes,Yes,Yes,Yes,Yes,Yes,01/24/2006,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
TX,457983,MMCARE,602 BABCOCK ROAD SUITE 100,SAN ANTONIO,78201,2107341300,Local,Yes,Yes,Yes,Yes,Yes,Yes,01/13/2006,3,,3,,87,,3,,82,,4,,85,,3,,87,,84,,114,,31,
TX,457984,SHALEM HOME HEALTH CARE INC,2611 N BELTLINE ROAD SUITE #127,SUNNYVALE,75182,9722904994,Local,Yes,Yes,Yes,Yes,Yes,Yes,01/12/2006,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
TX,457985,MAXIMUM HOME HEALTH LLC,108 W HUISACHE ST,WESLACO,78596,9562891200,Official Health Agency,Yes,Yes,Yes,Yes,No,No,01/23/2006,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
TX,457986,ABIDING HOME HEALTH OF CEDAR PARK,715 DISCOVERY BLVD #511,CEDAR PARK,78613,5122598444,Local,Yes,Yes,Yes,Yes,Yes,Yes,12/22/2005,3,,4,,89,,4,,86,,2,,75,,3,,86,,80,,141,,27,
TX,457987,ROYAL HOME HEALTH CARE INCORPORATED,"4020 HUFFINES BLVD, STE 100",CARROLLTON,75010,9722479001,Local,Yes,Yes,Yes,Yes,Yes,Yes,01/30/2006,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
TX,457988,A 1 HOME HEALTH CARE,1112 WITTER,PASADENA,77506,7134752300,Local,Yes,Yes,Yes,Yes,Yes,Yes,01/27/2006,Not Available,11,Not Available,11,95,11,Not Available,11,92,11,Not Available,11,79,11,Not Available,11,88,11,80,11,39,,21,
TX,457989,M B CARE PLLC,409 EXECUTIVE CENTER BLVD SUITE 200,EL PASO,79902,9153511851,Local,Yes,Yes,Yes,Yes,Yes,Yes,02/03/2006,Not Available,9,Not Available,9,100,9,Not Available,9,79,9,Not Available,9,86,9,Not Available,9,53,9,55,9,2,,5,
TX,457990,ALCOMED HOMEHEALTH SERVICES INC,11615 FOREST CENTRAL DRIVE SUITE 322,DALLAS,75243,9724425443,Local,Yes,Yes,Yes,Yes,Yes,Yes,01/26/2006,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
TX,457993,ONSITE HEALTH CARE SERVICES,15910 NORTH BEND CT,HOUSTON,77073,2814436300,Local,Yes,Yes,Yes,Yes,Yes,No,02/01/2006,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
TX,457994,ALL CARE PROFESSIONAL HOME HEALTH INC,"4275 LITTLE ROAD, SUITE 106",ARLINGTON,76016,8174572688,Local,Yes,Yes,Yes,Yes,Yes,Yes,02/06/2006,4,11,4,11,91,11,3,11,82,11,4,11,90,11,4,11,91,11,83,11,66,,35,
TX,457995,COASTAL STAFF RELIEF INC,101 WEST WAY SUITE 1A,LAKE JACKSON,77566,9792993006,Local,Yes,Yes,Yes,Yes,Yes,Yes,02/06/2006,2,,2,,84,,3,,77,,2,,73,,2,,83,,73,,121,,24,
TX,457996,ST ANTHONYS HOME HEALTHCARE SERVICES INC,5303 N MCCOLL RD,MCALLEN,78504,9569948766,Local,Yes,Yes,Yes,Yes,Yes,Yes,02/10/2006,3,,3,,85,,3,,83,,4,,85,,3,,84,,80,,175,,36,
TX,457997,DIAMOND CARE HEALTH SERVICES LLC,777 SOUTH CENTRAL EXPRESSWAY  SUITE 7E,RICHARDSON,75080,9724791888,Local,Yes,Yes,Yes,Yes,Yes,Yes,02/08/2006,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
TX,457999,KEMG HOME HEALTH CARE,810A DALWORTH ST,GRAND PRAIRIE,75050,9722624300,Official Health Agency,Yes,Yes,Yes,Yes,Yes,Yes,02/09/2006,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
TX,458001,CAPROCK HOME HEALTH SERVICES INC,4242 WOODCOCK DR STE 207,SAN ANTONIO,78228,2102257003,Local,Yes,Yes,Yes,Yes,Yes,Yes,03/29/1994,Not Available,9,Not Available,9,86,9,Not Available,9,92,9,Not Available,9,98,9,Not Available,9,49,9,64,9,6,,17,
TX,458006,SEYMOUR HOSPITAL HOME HEALTH,600 N MAIN ST,SEYMOUR,76380,9408893755,Hospital Based Program,Yes,Yes,Yes,Yes,No,Yes,04/08/1994,5,,5,,94,,5,,92,,5,,93,,5,,98,,96,,107,,64,
TX,458025,TEXAS TOTAL CARE INC,21820 IH 10,VIDOR,77662,4097693414,Local,Yes,Yes,Yes,Yes,Yes,Yes,04/28/1994,4,,4,,89,,4,,86,,3,,83,,4,,90,,79,,70,,34,
TX,458032,IPH HOME HEALTH CARE INC,1100 E. JASMINE AVE. STE. 203,MCALLEN,78501,9569710224,Official Health Agency,Yes,Yes,Yes,Yes,Yes,Yes,05/24/1994,4,11,4,11,88,11,4,11,88,11,3,11,84,11,4,11,88,11,77,11,68,,26,
TX,458041,GUARDIAN HEALTHCARE,3158 CLARKSVILLE,PARIS,75460,9037379865,Local,Yes,Yes,Yes,Yes,Yes,Yes,04/18/1994,4,,4,,93,,5,,91,,4,,86,,4,,88,,86,,256,,31,
TX,458056,CONNALLY MEMORIAL HOME HEALTH,104 TURNER LANE STE A,FLORESVILLE,78114,8303931540,Hospital Based Program,Yes,Yes,Yes,Yes,No,Yes,05/27/1994,4,,4,,91,,4,,84,,3,,82,,4,,86,,75,,84,,30,
TX,458060,MEDICAL INNOVATIONS HOME HEALTH CARE,702 WEST EXPRESSWAY 83 SUITE D,PHARR,78577,9567819600,Local,Yes,Yes,Yes,Yes,Yes,No,06/09/1994,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
TX,458072,AT HOME HEALTHCARE,506 HWY 79 NORTH,HENDERSON,75652,9036571004,Local,Yes,Yes,Yes,Yes,Yes,Yes,06/23/1994,3,,3,,87,,3,,82,,3,,83,,3,,85,,75,,566,,26,
TX,458091,HOME HEALTH UNLIMITED INC,10101 FONDREN ROAD SUITE 134,HOUSTON,77096,7139811466,Local,Yes,Yes,Yes,Yes,Yes,Yes,06/28/1994,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
TX,458093,INTERIM HEALTHCARE,950 E ALTON GLOOR BOULEVARD,BROWNSVILLE,78526,9565414410,Local,Yes,Yes,Yes,Yes,No,Yes,06/28/1994,Not Available,9,Not Available,9,74,9,Not Available,9,71,9,Not Available,9,93,9,Not Available,9,29,9,55,9,7,,10,
TX,458098,MASTERS HEALTH CARE SERVICES INC,11999 KATY FREEWAY #275,HOUSTON,77079,2815898125,Official Health Agency,Yes,Yes,Yes,Yes,Yes,Yes,07/15/1994,Not Available,11,Not Available,11,79,11,Not Available,11,75,11,Not Available,11,70,11,Not Available,11,66,11,82,11,23,,42,
